Supplementary Data 5. Plasmid metadata,,,,,,,,,,,,,,,,,,,,,
AccessionVersion,SourceDB,MoleculeType,SeqName,Size,Topology,UpdateDate,Title,TaxId,TaxName,TaxSuperkingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpecies,MOB(1),PFinder_80 (2),PFinder_95 (3),Filtered (4),
NZ_CP013978.1,refseq,Plasmid,pPSCRG02-4,68882,circular,04-APR-2017,"Piscirickettsia salmonis strain CGR02 plasmid pPSCRG02-4, complete sequence",1238,Piscirickettsia salmonis,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,MOBF;MOBF,-,-,No,
NZ_CP014208.1,refseq,Plasmid,unnamed,331058,circular,04-APR-2017,"Pantoea ananatis strain R100 plasmid, complete sequence",553,Pantoea ananatis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,-,-,-,No,
NZ_CP014126.1,refseq,Plasmid,unnamed1,90507,circular,04-APR-2017,"Pantoea agglomerans strain FDAARGOS_160 plasmid unnamed1, complete sequence",549,Pantoea agglomerans,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans,MOBF,-,-,No,
NZ_CP014127.1,refseq,Plasmid,unnamed2,470301,circular,04-APR-2017,"Pantoea agglomerans strain FDAARGOS_160 plasmid unnamed2, complete sequence",549,Pantoea agglomerans,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans,-,-,-,No,
NZ_CP014128.1,refseq,Plasmid,unnamed3,197912,circular,04-APR-2017,"Pantoea agglomerans strain FDAARGOS_160 plasmid unnamed3, complete sequence",549,Pantoea agglomerans,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans,-,Col(MGD2),-,No,
NZ_CP014114.1,refseq,Plasmid,unnamed1,36907,circular,04-APR-2017,"Staphylococcus saprophyticus strain FDAARGOS_168 plasmid unnamed1, complete sequence",29385,Staphylococcus saprophyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus,-,rep20,-,No,
NZ_CP014115.1,refseq,Plasmid,unnamed2,29612,circular,04-APR-2017,"Staphylococcus saprophyticus strain FDAARGOS_168 plasmid unnamed2, complete sequence",29385,Staphylococcus saprophyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus,-,rep19,-,No,
NZ_CP014058.1,refseq,Plasmid,unnamed,27919,circular,04-APR-2017,"Staphylococcus saprophyticus strain FDAARGOS_137 plasmid, complete sequence",29385,Staphylococcus saprophyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus,-,rep20,-,No,
NZ_CP014069.1,refseq,Plasmid,unnamed,53350,linear,04-APR-2017,"Citrobacter amalonaticus strain FDAARGOS_165 plasmid, partial sequence",35703,Citrobacter amalonaticus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus,MOBP,-,-,No,
NZ_AP014865.1,refseq,Plasmid,pKK1,437451,circular,04-APR-2017,"Bacillus thuringiensis serovar tolworthi plasmid pKK1 DNA, complete genome, strain: Pasteur Institute Standard strain",1442,Bacillus thuringiensis serovar tolworthi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_AP014866.1,refseq,Plasmid,pKK2,293217,circular,04-APR-2017,"Bacillus thuringiensis serovar tolworthi plasmid pKK2 DNA, complete genome, strain: Pasteur Institute Standard strain",1442,Bacillus thuringiensis serovar tolworthi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_AP014867.1,refseq,Plasmid,pKK3,130548,circular,04-APR-2017,"Bacillus thuringiensis serovar tolworthi plasmid pKK3 DNA, complete genome, strain: Pasteur Institute Standard strain",1442,Bacillus thuringiensis serovar tolworthi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_AP014868.1,refseq,Plasmid,pKK4,54355,circular,04-APR-2017,"Bacillus thuringiensis serovar tolworthi plasmid pKK4 DNA, complete genome, strain: Pasteur Institute Standard strain",1442,Bacillus thuringiensis serovar tolworthi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBC,-,-,No,
NZ_AP014869.1,refseq,Plasmid,pKK5,23773,circular,04-APR-2017,"Bacillus thuringiensis serovar tolworthi plasmid pKK5 DNA, complete genome, strain: Pasteur Institute Standard strain",1442,Bacillus thuringiensis serovar tolworthi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_AP014870.1,refseq,Plasmid,pKK6,14827,linear,04-APR-2017,"Bacillus thuringiensis serovar tolworthi plasmid pKK6 DNA, complete genome, strain: Pasteur Institute Standard strain",1442,Bacillus thuringiensis serovar tolworthi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_AP014871.1,refseq,Plasmid,pKK7,11769,circular,04-APR-2017,"Bacillus thuringiensis serovar tolworthi plasmid pKK7 DNA, complete genome, strain: Pasteur Institute Standard strain",1442,Bacillus thuringiensis serovar tolworthi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBT,-,-,No,
NZ_AP014872.1,refseq,Plasmid,pKK8,7812,circular,04-APR-2017,"Bacillus thuringiensis serovar tolworthi plasmid pKK8 DNA, complete genome, strain: Pasteur Institute Standard strain",1442,Bacillus thuringiensis serovar tolworthi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_017533.1,refseq,Plasmid,pEA320,321744,circular,04-APR-2017,"Pantoea ananatis AJ13355 plasmid pEA320 DNA, complete sequence",932677,Pantoea ananatis AJ13355,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,-,-,-,No,
NZ_CP014329.1,refseq,Plasmid,p48A,48334,circular,05-APR-2017,"Corynebacterium glutamicum strain USDA-ARS-USMARC-56828 plasmid p48A, complete sequence",1718,Corynebacterium glutamicum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,-,-,-,No,
NZ_CP013125.1,refseq,Plasmid,unnamed,252328,linear,05-APR-2017,"Pseudomonas mendocina S5.2 plasmid pPME5, complete sequence",1225174,Pseudomonas mendocina S5.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mendocina,-,-,-,No,
NZ_CP014059.1,refseq,Plasmid,unnamed,21968,circular,05-APR-2017,"Achromobacter xylosoxidans strain FDAARGOS_147 plasmid, complete sequence",85698,Achromobacter xylosoxidans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,MOBP,IncP6,-,No,
NZ_CP012203.1,refseq,Plasmid,pAM1A3,148934,circular,05-APR-2017,"Alteromonas macleodii strain HOT1A3 plasmid pAM1A3, complete sequence",28108,Alteromonas macleodii,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,-,-,-,No,
NZ_CP014478.1,refseq,Plasmid,pNDM-AP_882,146597,circular,05-APR-2017,"Acinetobacter pittii strain AP_882 plasmid pNDM-AP_882, complete sequence",48296,Acinetobacter pittii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,-,-,-,No,
NZ_CP014479.1,refseq,Plasmid,pOXA58-AP_882,36862,circular,05-APR-2017,"Acinetobacter pittii strain AP_882 plasmid pOXA58-AP_882, complete sequence",48296,Acinetobacter pittii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,MOBQ,-,-,No,
NZ_CP011009.1,refseq,Plasmid,pSHB26,176219,circular,05-APR-2017,"Bacillus simplex strain SH-B26 plasmid pSHB26, complete sequence",1478,Bacillus simplex,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus simplex,MOBQ,-,-,No,
NZ_CP013038.1,refseq,Plasmid,pJFP838E,14657,circular,05-APR-2017,"Clostridium perfringens strain JP838 plasmid pJFP838E, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,MOBP,-,-,No,
NZ_CP013039.1,refseq,Plasmid,pJFP838D,48597,circular,05-APR-2017,"Clostridium perfringens strain JP838 plasmid pJFP838D, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,MOBM,-,-,No,
NZ_CP013040.1,refseq,Plasmid,pJFP838C,72750,circular,05-APR-2017,"Clostridium perfringens strain JP838 plasmid pJFP838C, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,MOBM,-,-,No,
NZ_CP013615.1,refseq,Plasmid,pJFP838A,404393,circular,05-APR-2017,"Clostridium perfringens strain JP838 plasmid pJFP838A, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,-,-,-,No,
NZ_CP012940.1,refseq,Plasmid,unnamed,1932001,circular,05-APR-2017,"Ralstonia solanacearum strain UW163 plasmid, complete sequence",305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,-,-,-,No,
NZ_CP012941.1,refseq,Plasmid,pUW163a,116523,circular,05-APR-2017,"Ralstonia solanacearum strain UW163 plasmid pUW163a, complete sequence",305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,MOBP,-,-,No,
NZ_CP012942.1,refseq,Plasmid,pUW163b,37782,circular,05-APR-2017,"Ralstonia solanacearum strain UW163 plasmid pUW163b, complete sequence",305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,-,-,-,No,
NZ_CP014701.1,refseq,Plasmid,unnamed,8008,circular,05-APR-2017,"Bacillus amyloliquefaciens strain S499 plasmid, complete sequence",1390,Bacillus amyloliquefaciens,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,MOBV,Col(SD853),-,No,
NZ_CP013041.1,refseq,Plasmid,pJFP55F,72549,circular,05-APR-2017,"Clostridium perfringens strain JP55 plasmid pJFP55F, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,MOBM,-,-,No,
NZ_CP013042.1,refseq,Plasmid,pJFP55G,36664,linear,05-APR-2017,"Clostridium perfringens strain JP55 plasmid pJFP55G, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,-,-,-,No,
NZ_CP013043.1,refseq,Plasmid,pJFP55H,58447,circular,05-APR-2017,"Clostridium perfringens strain JP55 plasmid pJFP55H, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,MOBP,-,-,No,
NZ_CP013044.1,refseq,Plasmid,pJFP55J,42209,circular,05-APR-2017,"Clostridium perfringens strain JP55 plasmid pJFP55J, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,-,-,-,No,
NZ_CP013045.1,refseq,Plasmid,pJFP55K,14060,circular,05-APR-2017,"Clostridium perfringens strain JP55 plasmid pJFP55K, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,MOBP,-,-,No,
NZ_CP012962.1,refseq,Plasmid,unnamed_1,152955,circular,05-APR-2017,"Rhodobacter sphaeroides strain MBTLJ-8 plasmid, complete sequence",1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides,MOBF,-,-,No,
NZ_CP012963.1,refseq,Plasmid,unnamed_2,124323,circular,05-APR-2017,"Rhodobacter sphaeroides strain MBTLJ-8 plasmid, complete sequence",1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides,-,-,-,No,
NZ_CP012964.1,refseq,Plasmid,unnamed_3,114198,circular,05-APR-2017,"Rhodobacter sphaeroides strain MBTLJ-8 plasmid, complete sequence",1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides,-,-,-,No,
NZ_CP012965.1,refseq,Plasmid,unnamed_4,107170,circular,05-APR-2017,"Rhodobacter sphaeroides strain MBTLJ-8 plasmid, complete sequence",1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides,MOBV,-,-,No,
NZ_CP012966.1,refseq,Plasmid,unnamed_5,18815,linear,05-APR-2017,Rhodobacter sphaeroides strain MBTLJ-8 plasmid genomic sequence,1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides,-,-,-,No,
NZ_CP012967.1,refseq,Plasmid,unnamed_6,18186,linear,05-APR-2017,Rhodobacter sphaeroides strain MBTLJ-8 plasmid genomic sequence,1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides,-,-,-,No,
NZ_CP014747.1,refseq,Plasmid,unnamed,82007,linear,05-APR-2017,Enterobacter aerogenes strain FDAARGOS_139 plasmid sequence,548,Klebsiella aerogenes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,-,-,-,No,
NZ_CP014809.1,refseq,Plasmid,lp200,184547,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid lp200 sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014810.1,refseq,Plasmid,lp53,56449,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid lp53 sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014811.1,refseq,Plasmid,lp28-4,43433,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid Unnamed sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014812.1,refseq,Plasmid,lp32-1,40932,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid Unnamed sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014813.1,refseq,Plasmid,lp28-2,26534,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid Unnamed sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014814.1,refseq,Plasmid,unnamed,20156,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014815.1,refseq,Plasmid,lp28-3,15952,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid lp28-3 sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014816.1,refseq,Plasmid,lp28-1,13198,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid lp28-1 sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014817.1,refseq,Plasmid,unnamed,12529,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014818.1,refseq,Plasmid,unnamed,5957,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014819.1,refseq,Plasmid,unnamed,5366,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014820.1,refseq,Plasmid,unnamed,5256,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014821.1,refseq,Plasmid,unnamed,5213,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014822.1,refseq,Plasmid,unnamed,4786,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014823.1,refseq,Plasmid,unnamed,4685,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014824.1,refseq,Plasmid,unnamed,4480,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014825.1,refseq,Plasmid,unnamed,4280,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014826.1,refseq,Plasmid,unnamed,4025,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014827.1,refseq,Plasmid,unnamed,3409,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014828.1,refseq,Plasmid,unnamed,2805,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014829.1,refseq,Plasmid,unnamed,1881,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014830.1,refseq,Plasmid,unnamed,1692,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014831.1,refseq,Plasmid,unnamed,1482,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014832.1,refseq,Plasmid,unnamed,1339,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014833.1,refseq,Plasmid,unnamed,1206,linear,05-APR-2017,Borrelia hermsii strain DAH-2E7 plasmid genomic sequence,140,Borrelia hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia hermsii,-,-,-,No,
NZ_CP014644.1,refseq,Plasmid,unnamed,176083,circular,05-APR-2017,"Lysinibacillus sphaericus strain OT4b.25 plasmid, complete sequence",1421,Lysinibacillus sphaericus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,-,-,-,No,
NZ_CP011540.1,refseq,Plasmid,pGPN1,174066,circular,05-APR-2017,"Enterobacter aerogenes strain G7 plasmid pGPN1, complete sequence",548,Klebsiella aerogenes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,MOBH,IncA/C2,IncA/C2,No,
NZ_CP011128.1,refseq,Plasmid,pDhc6,5939,circular,05-APR-2017,"Dehalococcoides mccartyi strain 11a5 plasmid pDhc6, complete sequence",61435,Dehalococcoides mccartyi,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi,-,-,-,No,
NZ_CP014857.1,refseq,Plasmid,unnamed,173793,circular,05-APR-2017,"Lysinibacillus sphaericus III(3)7 plasmid, complete sequence",1421,Lysinibacillus sphaericus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,-,-,-,No,
NZ_CP012295.1,refseq,Plasmid,pL21536-1,7678,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1536 plasmid pL21536-1, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
NZ_CP012296.1,refseq,Plasmid,pL21536-2,40553,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1536 plasmid pL21536-2, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP014283.1,refseq,Plasmid,pBT1850636,635508,circular,05-APR-2017,"Bacillus thuringiensis strain Bt185 plasmid pBT1850636, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP014284.1,refseq,Plasmid,pBT1850294,293705,circular,05-APR-2017,"Bacillus thuringiensis strain Bt185 plasmid pBT1850294, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP014285.1,refseq,Plasmid,pBT1850055,55372,circular,05-APR-2017,"Bacillus thuringiensis strain Bt185 plasmid pBT1850055, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBC,-,-,No,
NZ_CP014286.1,refseq,Plasmid,pBT1850054,54205,circular,05-APR-2017,"Bacillus thuringiensis strain Bt185 plasmid pBT1850054, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP014287.1,refseq,Plasmid,pBT1850042,41937,circular,05-APR-2017,"Bacillus thuringiensis strain Bt185 plasmid pBT1850042, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP014288.1,refseq,Plasmid,pBT1850012,12487,circular,05-APR-2017,"Bacillus thuringiensis strain Bt185 plasmid pBT1850012, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP014289.1,refseq,Plasmid,pBT1850046,46165,circular,05-APR-2017,"Bacillus thuringiensis strain Bt185 plasmid pBT1850046, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP014290.1,refseq,Plasmid,pBT1850007,7486,circular,05-APR-2017,"Bacillus thuringiensis strain Bt185 plasmid pBT1850007, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NZ_CP012944.1,refseq,Plasmid,unnamed,2069788,circular,05-APR-2017,"Ralstonia solanacearum strain IBSBF1503 plasmid, complete sequence",305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,-,-,-,No,
NZ_CP012276.1,refseq,Plasmid,pL21533-1,56551,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1533 plasmid pL21533-1, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,MOBQ,-,-,No,
NZ_CP012277.1,refseq,Plasmid,pL21533-2,19671,circular,05-APR-2017,"Pediococcus damnosus strain TMW 2.1533 plasmid pL21533-2, complete sequence",51663,Pediococcus damnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,-,-,-,No,
